timezone,srcipv4,rawmsghostname,rawmsghostipv4,rawmsg,protocol,program,msg,metaclass,meta_ts,meta_sp,meta_sip4,meta_rule,meta_oml,meta_omh,meta_mid,meta_iid,meta_i,meta_cid,meta_cbid,eventtype,eventtime,dsthost,class,_eventid,__metadata__,srcisp,srcusagetype,meta_cbname,srcport,responsecode,response,requestid,username,dstipv4,dstisp,dstusagetype,reason,result,description,uri,httpmethod,dstport,domain,uri_parsed
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,2017-05-08 11:24:27-0400 [DuoForwardServer (UDP)] Sending request from 172.20.41.6 to radius_server_auto4,udp,DUO,sending request,auth,2017-05-08T15:24:27.459Z,57868,172.21.25.46,duo_auth-195892805,154,<13>May  8 11:24:27 gcSMQ0646.global.com DUO: ,28067912911,0,0.0.0.0/514/tcp,2b03-688fa5ccf,11011,duoforwardserver,2017-05-08T11:24:27.000Z,radius_server_auto4,duo_auth,0b9fc831-edcf-44f9-8415-5aedb0695246#2228,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#2228"",""num_events"":2898,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2227,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011, , , , , , , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:24:27-0400 [_ADAuthClientProtocol,client] (('172.20.41.6', 1645), 58): Returning response code 3: AccessReject",_adauthclientprotocol,DUO,returning response code,auth,2017-05-08T15:24:27.460Z,57868,172.21.25.46,duo_auth-515357678,173,<13>May  8 11:24:27 gcSMQ0646.global.com DUO: ,28067912917,0,0.0.0.0/514/tcp,2b03-688fa5cd5,11011, ,2017-05-08T11:24:27.000Z, ,duo_auth,0b9fc831-edcf-44f9-8415-5aedb0695246#2230,"{""id"":""0b9fc831-edcf-44f9-8415-5aedb0695246#2230"",""num_events"":2898,""data_type"":""passthrough"",""batch_id"":""0b9fc831-edcf-44f9-8415-5aedb0695246"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2229,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645,3,accessreject,58, , , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:23:56-0400 [DuoForwardServer (UDP)] Received new request id 55 from ('172.20.41.6', 1645)",udp,DUO,received new request id,auth,2017-05-08T15:23:56.472Z,57868,172.21.25.46,duo_auth-3747471979,152,<13>May  8 11:23:56 gcSMQ0646.global.com DUO: ,28067844258,0,0.0.0.0/514/tcp,2b03-688f950a2,11011,duoforwardserver,2017-05-08T11:23:56.000Z, ,duo_auth,6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1401,"{""id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1401"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1400,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,55, , , , , , , , , , , , 
-0400, ,gcsmq0646.global.com,127.0.0.1,2017-05-08 11:23:56-0400 [-] Stopping factory <duoauthproxy.modules.ad_client._ADAuthClientFactory object at 0x0289C450>, ,DUO,stopping factory <duoauthproxy.modules.ad_client._adauthclientfactory object at 0x0289c450>,auth,2017-05-08T15:23:56.472Z,57868,172.21.25.46,duo_auth-3236646410,169,<13>May  8 11:23:56 gcSMQ0646.global.com DUO: ,28067844265,0,0.0.0.0/514/tcp,2b03-688f950a9,11011, ,2017-05-08T11:23:56.000Z, ,duo_auth,6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1403,"{""id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1403"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1402,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , ,11011, , , , , , , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:19:35-0400 [DuoForwardServer (UDP)] (('172.20.41.6', 1645), 30): login attempt for username u'Waiting for IOS to register IP address.'",udp,DUO,login attempt,auth,2017-05-08T15:19:35.399Z,57868,172.21.25.46,duo_auth-601040247,197,<13>May  8 11:19:35 gcSMQ0646.global.com DUO: ,28067387288,0,0.0.0.0/514/tcp,2b03-688f25798,11011,duoforwardserver,2017-05-08T11:19:35.000Z, ,duo_auth,77351507-6399-454e-baa8-282125506f6e#1040,"{""id"":""77351507-6399-454e-baa8-282125506f6e#1040"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""77351507-6399-454e-baa8-282125506f6e"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1039,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,30,waiting for ios to register ip address., , , , , , , , , , , 
-0400, ,gcsmq0646.global.com,127.0.0.1,2017-05-08 11:19:35-0400 [DuoForwardServer (UDP)] Sending AD authentication request for 'Waiting for IOS to register IP address.' to '172.21.14.26',udp,DUO,sending ad authentication request,auth,2017-05-08T15:19:35.399Z,57868,172.21.25.46,duo_auth-2957086454,196,<13>May  8 11:19:35 gcSMQ0646.global.com DUO: ,28067387289,0,0.0.0.0/514/tcp,2b03-688f25799,11011,duoforwardserver,2017-05-08T11:19:35.000Z, ,duo_auth,77351507-6399-454e-baa8-282125506f6e#1041,"{""id"":""77351507-6399-454e-baa8-282125506f6e#1041"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""77351507-6399-454e-baa8-282125506f6e"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1040,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , ,11011, , , , ,waiting for ios to register ip address.,172.21.14.26,private ip address lan,rsv, , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:19:35-0400 [_ADAuthClientProtocol,client] (('172.20.41.6', 1645), 30): Returning response code 3: AccessReject",_adauthclientprotocol,DUO,returning response code,auth,2017-05-08T15:19:35.399Z,57868,172.21.25.46,duo_auth-515357678,173,<13>May  8 11:19:35 gcSMQ0646.global.com DUO: ,28067387292,0,0.0.0.0/514/tcp,2b03-688f2579c,11011, ,2017-05-08T11:19:35.000Z, ,duo_auth,77351507-6399-454e-baa8-282125506f6e#1042,"{""id"":""77351507-6399-454e-baa8-282125506f6e#1042"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""77351507-6399-454e-baa8-282125506f6e"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1041,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645,3,accessreject,30, , , , , , , , , , , , 
-0400, ,gcsmq0646.global.com,127.0.0.1,2017-05-08 11:20:17-0400 [DuoForwardServer (UDP)] Sending AD authentication request for 'Waiting for IOS to register IP address.' to '172.21.14.26',udp,DUO,sending ad authentication request,auth,2017-05-08T15:20:17.356Z,57868,172.21.25.46,duo_auth-2957086454,196,<13>May  8 11:20:17 gcSMQ0646.global.com DUO: ,28067456585,0,0.0.0.0/514/tcp,2b03-688f36649,11011,duoforwardserver,2017-05-08T11:20:17.000Z, ,duo_auth,9c86e9d8-642c-499f-8b05-5af301d2d113#499,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#499"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":498,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , ,11011, , , , ,waiting for ios to register ip address.,172.21.14.26,private ip address lan,rsv, , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:09:19-0400 [_ADAuthClientProtocol,client] (('172.20.41.6', 1645), 227): Primary credentials rejected - 'Invalid User'",_adauthclientprotocol,DUO,primary credentials rejected,auth,2017-05-08T15:09:19.921Z,57868,172.21.25.46,duo_auth-3190694820,180,<13>May  8 11:09:20 gcSMQ0646.global.com DUO: ,28066379244,0,0.0.0.0/514/tcp,2b03-688e2f5ec,11011, ,2017-05-08T11:09:19.000Z, ,duo_auth,b38dd870-4672-4b3c-a434-55652a14b833#600,"{""id"":""b38dd870-4672-4b3c-a434-55652a14b833#600"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""b38dd870-4672-4b3c-a434-55652a14b833"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":599,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,227, , , , ,invalid user, , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,2017-05-08 11:11:45-0400 [DuoForwardServer (UDP)] Sending request from 172.20.41.6 to radius_server_auto4,udp,DUO,sending request,auth,2017-05-08T15:11:45.240Z,57868,172.21.25.46,duo_auth-195892805,154,<13>May  8 11:11:45 gcSMQ0646.global.com DUO: ,28066626522,0,0.0.0.0/514/tcp,2b03-688e6bbda,11011,duoforwardserver,2017-05-08T11:11:45.000Z,radius_server_auto4,duo_auth,e48632bf-8780-4aac-a8be-b4e8e108c9b0#2548,"{""id"":""e48632bf-8780-4aac-a8be-b4e8e108c9b0#2548"",""num_events"":2897,""data_type"":""passthrough"",""batch_id"":""e48632bf-8780-4aac-a8be-b4e8e108c9b0"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2547,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011, , , , , , , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:15:03-0400 [DuoForwardServer (UDP)] Received new request id 4 from ('172.20.41.6', 1645)",udp,DUO,received new request id,auth,2017-05-08T15:15:04.169Z,57868,172.21.25.46,duo_auth-3747471979,151,<13>May  8 11:15:04 gcSMQ0646.global.com DUO: ,28066974647,0,0.0.0.0/514/tcp,2b03-688ec0bb7,11011,duoforwardserver,2017-05-08T11:15:03.000Z, ,duo_auth,93c2ea94-d6e5-4b43-a7d9-gce7599f0gce#1258,"{""id"":""93c2ea94-d6e5-4b43-a7d9-gce7599f0gce#1258"",""num_events"":1506,""data_type"":""passthrough"",""batch_id"":""93c2ea94-d6e5-4b43-a7d9-gce7599f0gce"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1257,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,4, , , , , , , , , , , , 
-0400, ,gcsmq0646.global.com,127.0.0.1,2017-05-08 11:15:03-0400 [DuoForwardServer (UDP)] Sending AD authentication request for 'Waiting for IOS to register IP address.' to '172.21.14.26',udp,DUO,sending ad authentication request,auth,2017-05-08T15:15:04.169Z,57868,172.21.25.46,duo_auth-2957086454,196,<13>May  8 11:15:04 gcSMQ0646.global.com DUO: ,28066974649,0,0.0.0.0/514/tcp,2b03-688ec0bb9,11011,duoforwardserver,2017-05-08T11:15:03.000Z, ,duo_auth,93c2ea94-d6e5-4b43-a7d9-gce7599f0gce#1259,"{""id"":""93c2ea94-d6e5-4b43-a7d9-gce7599f0gce#1259"",""num_events"":1506,""data_type"":""passthrough"",""batch_id"":""93c2ea94-d6e5-4b43-a7d9-gce7599f0gce"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1258,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , ,11011, , , , ,waiting for ios to register ip address.,172.21.14.26,private ip address lan,rsv, , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:15:03-0400 [_ADAuthClientProtocol,client] (('172.20.41.6', 1645), 4): Primary credentials rejected - 'Invalid User'",_adauthclientprotocol,DUO,primary credentials rejected,auth,2017-05-08T15:15:04.169Z,57868,172.21.25.46,duo_auth-3190694820,178,<13>May  8 11:15:04 gcSMQ0646.global.com DUO: ,28066974651,0,0.0.0.0/514/tcp,2b03-688ec0bbb,11011, ,2017-05-08T11:15:03.000Z, ,duo_auth,93c2ea94-d6e5-4b43-a7d9-gce7599f0gce#1260,"{""id"":""93c2ea94-d6e5-4b43-a7d9-gce7599f0gce#1260"",""num_events"":1506,""data_type"":""passthrough"",""batch_id"":""93c2ea94-d6e5-4b43-a7d9-gce7599f0gce"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1259,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,4, , , , ,invalid user, , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:15:03-0400 [_ADAuthClientProtocol,client] (('172.20.41.6', 1645), 4): Sending response",_adauthclientprotocol,DUO,sending response,auth,2017-05-08T15:15:04.169Z,57868,172.21.25.46,duo_auth-2606835491,149,<13>May  8 11:15:04 gcSMQ0646.global.com DUO: ,28066974653,0,0.0.0.0/514/tcp,2b03-688ec0bbd,11011, ,2017-05-08T11:15:03.000Z, ,duo_auth,93c2ea94-d6e5-4b43-a7d9-gce7599f0gce#1261,"{""id"":""93c2ea94-d6e5-4b43-a7d9-gce7599f0gce#1261"",""num_events"":1506,""data_type"":""passthrough"",""batch_id"":""93c2ea94-d6e5-4b43-a7d9-gce7599f0gce"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1260,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,4, , , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:22:22-0400 [_ADAuthClientProtocol,client] (('172.20.41.6', 1645), 46): Sending response",_adauthclientprotocol,DUO,sending response,auth,2017-05-08T15:22:22.454Z,57868,172.21.25.46,duo_auth-2606835491,150,<13>May  8 11:22:22 gcSMQ0646.global.com DUO: ,28067668993,0,0.0.0.0/514/tcp,2b03-688f6a401,11011, ,2017-05-08T11:22:22.000Z, ,duo_auth,fe526976-81c4-49fa-9597-080ef00d8339#988,"{""id"":""fe526976-81c4-49fa-9597-080ef00d8339#988"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""fe526976-81c4-49fa-9597-080ef00d8339"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":987,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,46, , , , , , , , , , , , 
-0400,172.21.30.104,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:15:00-0400 [HTTPPageGetter (TLSMemoryBIOProtocol),client] (('172.21.30.104', 54187), 77): Sending response",tlsmemorybioprotocol,DUO,sending response,auth,2017-05-08T15:15:01.169Z,57868,172.21.25.46,duo_auth-2452612180,169,<13>May  8 11:15:01 gcSMQ0646.global.com DUO: ,28066970788,0,0.0.0.0/514/tcp,2b03-688ebfca4,11011,httppagegetter,2017-05-08T11:15:00.000Z, ,duo_auth,5c241655-550a-4d6f-8d7e-4dced971fca5#540,"{""id"":""5c241655-550a-4d6f-8d7e-4dced971fca5#540"",""num_events"":2991,""data_type"":""passthrough"",""batch_id"":""5c241655-550a-4d6f-8d7e-4dced971fca5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":539,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,54187, , ,77, , , , , , , , , , , , 
-0400,172.21.30.104,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:19:34-0400 [HTTPPageGetter (TLSMemoryBIOProtocol),client] (('172.21.30.104', 54189), 254): Duo authentication returned 'allow': 'Success. Logging you in...'",tlsmemorybioprotocol,DUO,duo authentication returned 'allow',auth,2017-05-08T15:19:34.398Z,57868,172.21.25.46,duo_auth-1460627246,219,<13>May  8 11:19:34 gcSMQ0646.global.com DUO: ,28067384919,0,0.0.0.0/514/tcp,2b03-688f24e57,11011,httppagegetter,2017-05-08T11:19:34.000Z, ,duo_auth,5c241655-550a-4d6f-8d7e-4dced971fca5#829,"{""id"":""5c241655-550a-4d6f-8d7e-4dced971fca5#829"",""num_events"":2991,""data_type"":""passthrough"",""batch_id"":""5c241655-550a-4d6f-8d7e-4dced971fca5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":828,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,54189, , ,254, , , , , ,success,logging you in..., , , , , 
-0400, ,gcsmq0646.global.com,127.0.0.1,2017-05-08 11:19:34-0400 [-] Stopping factory <_DuoHTTPClientFactory: https://api-e31334a3.duosecurity.com:443/rest/v1/auth>, ,DUO,stopping factory <_duohttpclientfactory: https://api-e31334a3.duosecurity.com:443/rest/v1/auth>,auth,2017-05-08T15:19:34.399Z,57868,172.21.25.46,duo_auth-3236646410,173,<13>May  8 11:19:34 gcSMQ0646.global.com DUO: ,28067384922,0,0.0.0.0/514/tcp,2b03-688f24e5a,11011, ,2017-05-08T11:19:34.000Z, ,duo_auth,5c241655-550a-4d6f-8d7e-4dced971fca5#831,"{""id"":""5c241655-550a-4d6f-8d7e-4dced971fca5#831"",""num_events"":2991,""data_type"":""passthrough"",""batch_id"":""5c241655-550a-4d6f-8d7e-4dced971fca5"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":830,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , ,11011, , , , , , , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:15:56-0400 [DuoForwardServer (UDP)] Received new request id 9 from ('172.20.41.6', 1645)",udp,DUO,received new request id,auth,2017-05-08T15:15:56.390Z,57868,172.21.25.46,duo_auth-3747471979,151,<13>May  8 11:15:56 gcSMQ0646.global.com DUO: ,28067053845,0,0.0.0.0/514/tcp,2b03-688ed4115,11011,duoforwardserver,2017-05-08T11:15:56.000Z, ,duo_auth,8679dd8e-1dfc-4da0-889f-bd363738298d#198,"{""id"":""8679dd8e-1dfc-4da0-889f-bd363738298d#198"",""num_events"":2986,""data_type"":""passthrough"",""batch_id"":""8679dd8e-1dfc-4da0-889f-bd363738298d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":197,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,9, , , , , , , , , , , , 
-0400, ,gcsmq0646.global.com,127.0.0.1,2017-05-08 11:15:56-0400 [-] Stopping factory <duoauthproxy.modules.ad_client._ADAuthClientFactory object at 0x0289CDB0>, ,DUO,stopping factory <duoauthproxy.modules.ad_client._adauthclientfactory object at 0x0289cdb0>,auth,2017-05-08T15:15:56.390Z,57868,172.21.25.46,duo_auth-3236646410,169,<13>May  8 11:15:56 gcSMQ0646.global.com DUO: ,28067053852,0,0.0.0.0/514/tcp,2b03-688ed411c,11011, ,2017-05-08T11:15:56.000Z, ,duo_auth,8679dd8e-1dfc-4da0-889f-bd363738298d#200,"{""id"":""8679dd8e-1dfc-4da0-889f-bd363738298d#200"",""num_events"":2986,""data_type"":""passthrough"",""batch_id"":""8679dd8e-1dfc-4da0-889f-bd363738298d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":199,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , ,11011, , , , , , , , , , , , , , , , 
-0400, ,gcsmq0646.global.com,127.0.0.1,2017-05-08 11:14:22-0400 [DuoForwardServer (UDP)] Sending AD authentication request for 'Waiting for IOS to register IP address.' to '172.21.14.26',udp,DUO,sending ad authentication request,auth,2017-05-08T15:14:22.152Z,57868,172.21.25.46,duo_auth-2957086454,196,<13>May  8 11:14:22 gcSMQ0646.global.com DUO: ,28066899490,0,0.0.0.0/514/tcp,2b03-688eae622,11011,duoforwardserver,2017-05-08T11:14:22.000Z, ,duo_auth,2b6aa6a1-3900-4641-89e6-82df64dc3366#2916,"{""id"":""2b6aa6a1-3900-4641-89e6-82df64dc3366#2916"",""num_events"":2784,""data_type"":""passthrough"",""batch_id"":""2b6aa6a1-3900-4641-89e6-82df64dc3366"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2915,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , ,11011, , , , ,waiting for ios to register ip address.,172.21.14.26,private ip address lan,rsv, , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:14:22-0400 [_ADAuthClientProtocol,client] (('172.20.41.6', 1645), 0): Returning response code 3: AccessReject",_adauthclientprotocol,DUO,returning response code,auth,2017-05-08T15:14:22.152Z,57868,172.21.25.46,duo_auth-515357678,172,<13>May  8 11:14:22 gcSMQ0646.global.com DUO: ,28066899493,0,0.0.0.0/514/tcp,2b03-688eae625,11011, ,2017-05-08T11:14:22.000Z, ,duo_auth,2b6aa6a1-3900-4641-89e6-82df64dc3366#2917,"{""id"":""2b6aa6a1-3900-4641-89e6-82df64dc3366#2917"",""num_events"":2784,""data_type"":""passthrough"",""batch_id"":""2b6aa6a1-3900-4641-89e6-82df64dc3366"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2916,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645,3,accessreject,0, , , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:14:01-0400 [DuoForwardServer (UDP)] (('172.20.41.6', 1645), 254): login attempt for username u'Waiting for IOS to register IP address.'",udp,DUO,login attempt,auth,2017-05-08T15:14:01.151Z,57868,172.21.25.46,duo_auth-601040247,198,<13>May  8 11:14:01 gcSMQ0646.global.com DUO: ,28066857731,0,0.0.0.0/514/tcp,2b03-688ea4303,11011,duoforwardserver,2017-05-08T11:14:01.000Z, ,duo_auth,f75fcea3-7481-4gc5-ba5f-426936a7b746#2456,"{""id"":""f75fcea3-7481-4gc5-ba5f-426936a7b746#2456"",""num_events"":2892,""data_type"":""passthrough"",""batch_id"":""f75fcea3-7481-4gc5-ba5f-426936a7b746"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2455,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,254,waiting for ios to register ip address., , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:11:14-0400 [DuoForwardServer (UDP)] (('172.20.41.6', 1645), 238): login attempt for username u'Waiting for IOS to register IP address.'",udp,DUO,login attempt,auth,2017-05-08T15:11:14.003Z,57868,172.21.25.46,duo_auth-601040247,198,<13>May  8 11:11:14 gcSMQ0646.global.com DUO: ,28066571683,0,0.0.0.0/514/tcp,2b03-688e5e5a3,11011,duoforwardserver,2017-05-08T11:11:14.000Z, ,duo_auth,9c0d34e3-cgcd-4afd-bfc2-883016385c45#1531,"{""id"":""9c0d34e3-cgcd-4afd-bfc2-883016385c45#1531"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9c0d34e3-cgcd-4afd-bfc2-883016385c45"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1530,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,238,waiting for ios to register ip address., , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,2017-05-08 11:20:27-0400 [DuoForwardServer (UDP)] Sending request from 172.20.41.6 to radius_server_auto4,udp,DUO,sending request,auth,2017-05-08T15:20:27.401Z,57868,172.21.25.46,duo_auth-195892805,154,<13>May  8 11:20:27 gcSMQ0646.global.com DUO: ,28067469697,0,0.0.0.0/514/tcp,2b03-688f39981,11011,duoforwardserver,2017-05-08T11:20:27.000Z,radius_server_auto4,duo_auth,09c3c7f1-ae35-46cd-99a4-b77080ae7484#1230,"{""id"":""09c3c7f1-ae35-46cd-99a4-b77080ae7484#1230"",""num_events"":2827,""data_type"":""passthrough"",""batch_id"":""09c3c7f1-ae35-46cd-99a4-b77080ae7484"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1229,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011, , , , , , , , , , , , , , , , 
-0400, ,gcsmq0646.global.com,127.0.0.1,2017-05-08 11:20:27-0400 [-] Starting factory <duoauthproxy.modules.ad_client._ADAuthClientFactory object at 0x026DB430>, ,DUO,starting factory <duoauthproxy.modules.ad_client._adauthclientfactory object at 0x026db430>,auth,2017-05-08T15:20:27.401Z,57868,172.21.25.46,duo_auth-2350118556,169,<13>May  8 11:20:27 gcSMQ0646.global.com DUO: ,28067469701,0,0.0.0.0/514/tcp,2b03-688f39985,11011, ,2017-05-08T11:20:27.000Z, ,duo_auth,09c3c7f1-ae35-46cd-99a4-b77080ae7484#1232,"{""id"":""09c3c7f1-ae35-46cd-99a4-b77080ae7484#1232"",""num_events"":2827,""data_type"":""passthrough"",""batch_id"":""09c3c7f1-ae35-46cd-99a4-b77080ae7484"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1231,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , ,11011, , , , , , , , , , , , , , , , 
-0400,172.20.41.6,gcsmq0646.global.com,127.0.0.1,"2017-05-08 11:20:27-0400 [_ADAuthClientProtocol,client] (('172.20.41.6', 1645), 35): Primary credentials rejected - 'Invalid User'",_adauthclientprotocol,DUO,primary credentials rejected,auth,2017-05-08T15:20:27.401Z,57868,172.21.25.46,duo_auth-3190694820,179,<13>May  8 11:20:27 gcSMQ0646.global.com DUO: ,28067469702,0,0.0.0.0/514/tcp,2b03-688f39986,11011, ,2017-05-08T11:20:27.000Z, ,duo_auth,09c3c7f1-ae35-46cd-99a4-b77080ae7484#1233,"{""id"":""09c3c7f1-ae35-46cd-99a4-b77080ae7484#1233"",""num_events"":2827,""data_type"":""passthrough"",""batch_id"":""09c3c7f1-ae35-46cd-99a4-b77080ae7484"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1232,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,1645, , ,35, , , , ,invalid user, , , , , , , 
