tunnelparents,srcport,srcipv4,sentpackets,sentipbytes,sentbytes,rcvdpackets,rcvdipbytes,rcvdbytes,rawmsghostname,rawmsghostipv4,rawmsg,protocol,program,missingbytes,metaclass,meta_ts,meta_sp,meta_sip4,meta_rule,meta_oml,meta_omh,meta_mid,meta_iid,meta_i,meta_cid,meta_cbid,localorig,local_resp,history,eventtimeutc,duration,dstport,dstipv4,connstate,connectionid,class,_eventid,__metadata__,srccountry,srccountrycode,srccity,srcdomain,srcisp,srclatitude,srclongitude,srcregion,srcusagetype,dstcountry,dstcountrycode,dstcity,dstdomain,dstisp,dstlatitude,dstlongitude,dstregion,dstusagetype,meta_cbname,msr_ruleids,service
(empty),52780,199.255.153.253,0,0,0,1,71,0,gcbrw0699,127.0.0.1,1494258302.083196	CH27Yo4BZybnSc2Tv8	199.255.153.253	52780	173.241.242.143	443	tcp	-	-	-	-	SHR	F	F	0	f	0	0	1	71	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:45:08.618Z,39050,127.0.0.1,bro_conn-1830426979,161,<13>May  8 15:45:08 gcBRW0699 bro25_conn: ,4078460648,1,0.0.0.0/514/tcp,2b04-f3185ee8,11012,false,false,f,2017-05-08T15:45:02.083Z, ,443,173.241.242.143,shr,ch27yo4bzybnsc2tv8,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#349,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#349"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":348,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,new york city,openx.org,openx technologies inc.,40.714271545410156,-74.00596618652344,new york,org,11012, , 
(empty),54203,199.255.153.253,24,4131,3147,22,5726,4842,gcbrw0699,127.0.0.1,1494258269.468464	C9LG7j2oqZ8Wi2Ecnk	199.255.153.253	54203	68.181.177.93	443	tcp	ssl	32.758709	3147	4842	SF	F	F	0	ShADadgc	24	4131	22	5726	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:45:08.618Z,39050,127.0.0.1,bro_conn-1830426979,188,<13>May  8 15:45:08 gcBRW0699 bro25_conn: ,4078460653,1,0.0.0.0/514/tcp,2b04-f3185eed,11012,false,false,shadadgc,2017-05-08T15:44:29.468Z,32.758709,443,68.181.177.93,sf,c9lg7j2oqz8wi2ecnk,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#351,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#351"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":350,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,los angeles,usc.edu,university of southern california,34.019046783447266,-118.28156280517578,california,edu,11012, ,ssl
(empty),51251,199.255.153.253,8,2411,2079,6,2104,1852,gcbrw0699,127.0.0.1,1494258302.157931	CwQQA84qzDLmZH4OQ9	199.255.153.253	51251	34.195.92.116	443	tcp	ssl	0.090783	2079	1852	SF	F	F	0	ShADadgc	8	2411	6	2104	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:45:08.618Z,39050,127.0.0.1,bro_conn-1830426979,185,<13>May  8 15:45:08 gcBRW0699 bro25_conn: ,4078460655,1,0.0.0.0/514/tcp,2b04-f3185eef,11012,false,false,shadadgc,2017-05-08T15:45:02.157Z,0.090783,443,34.195.92.116,sf,cwqqa84qzdlmzh4oq9,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#352,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#352"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":351,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,ashburn,amazon.com,amazon technologies inc.,39.04372024536133,-77.48748779296875,virginia,dch,11012, ,ssl
(empty),43547,199.255.153.253,12,7480,6988,9,2016,1644,gcbrw0699,127.0.0.1,1494258302.312130	CkrMpt29IsdAeTjrK1	199.255.153.253	43547	34.195.92.116	443	tcp	ssl	0.060206	6988	1644	SF	F	F	0	ShADadgc	12	7480	9	2016	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:45:08.618Z,39050,127.0.0.1,bro_conn-1830426979,186,<13>May  8 15:45:08 gcBRW0699 bro25_conn: ,4078460658,1,0.0.0.0/514/tcp,2b04-f3185ef2,11012,false,false,shadadgc,1970-01-01T00:24:54.258Z,0.060206,443,34.195.92.116,sf,ckrmpt29isdaetjrk1,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#355,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#355"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":354,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,ashburn,amazon.com,amazon technologies inc.,39.04372024536133,-77.48748779296875,virginia,dch,11012, ,ssl
(empty),49486,199.255.153.253,6,460,208,5,361,153,gcbrw0699,127.0.0.1,1494258302.251226	CnYAkD3XDqiVTiYxj7	199.255.153.253	49486	209.53.113.223	80	tcp	http	0.238713	208	153	SF	F	F	0	ShADadgc	6	460	5	361	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:45:08.618Z,39050,127.0.0.1,bro_conn-1830426979,182,<13>May  8 15:45:08 gcBRW0699 bro25_conn: ,4078460659,1,0.0.0.0/514/tcp,2b04-f3185ef3,11012,false,false,shadadgc,2017-05-08T15:45:02.251Z,0.238713,80,209.53.113.223,sf,cnyakd3xdqivtiyxj7,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#356,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#356"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":355,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,canada,ca,vancouver,absolute.com,absolute software corp.,49.26339340209961,-123.13139343261719,british columbia,com,11012, ,http
(empty),50321,199.255.153.253,168,47126,38988,302,140568,128176,gcbrw0699,127.0.0.1,1494258012.347592	CK34wHBm0wcC4FPxf	199.255.153.253	50321	172.217.5.2	443	tcp	ssl	290.327491	38988	128176	SF	F	F	46	ShADadgcr	168	47126	302	140568	(empty),tcp,bro25_conn,46,connection,2017-05-08T15:45:08.618Z,39050,127.0.0.1,bro_conn-1830426979,196,<13>May  8 15:45:08 gcBRW0699 bro25_conn: ,4078460661,1,0.0.0.0/514/tcp,2b04-f3185ef5,11012,false,false,shadadgcr,2017-05-08T15:40:12.347Z,290.327491,443,172.217.5.2,sf,ck34whbm0wcc4fpxf,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#357,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#357"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":356,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,mountain view,google.com,google inc.,37.40599060058594,-122.0785140991211,california,ses,11012, ,ssl
(empty),61686,199.255.153.253,6,3166,2998,4,1642,1530,gcbrw0699,127.0.0.1,1494258247.617763	CrQKol4Bk9Ht4U8v82	199.255.153.253	61686	172.217.10.110	443	udp	-	0.061912	2998	1530	SF	F	F	0	Dd	6	3166	4	1642	(empty),udp,bro25_conn,0,connection,2017-05-08T15:45:08.618Z,39050,127.0.0.1,bro_conn-1830426979,178,<13>May  8 15:45:08 gcBRW0699 bro25_conn: ,4078460662,1,0.0.0.0/514/tcp,2b04-f3185ef6,11012,false,false,dd,2017-05-08T15:44:07.617Z,0.061912,443,172.217.10.110,sf,crqkol4bk9ht4u8v82,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#358,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#358"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":357,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,mountain view,google.com,google inc.,37.40599060058594,-122.0785140991211,california,ses,11012, , 
(empty),55355,199.255.153.253,24,4923,3663,17,13266,12374,gcbrw0699,127.0.0.1,1494258302.311348	CQbzVk1g6f1G2U4Ojd	199.255.153.253	55355	40.77.225.248	443	tcp	ssl	0.373520	3663	12374	SF	F	F	0	ShADdagc	24	4923	17	13266	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:45:08.618Z,39050,127.0.0.1,bro_conn-1830426979,189,<13>May  8 15:45:08 gcBRW0699 bro25_conn: ,4078460663,1,0.0.0.0/514/tcp,2b04-f3185ef7,11012,false,false,shaddagc,2017-05-08T15:45:02.311Z,0.37352,443,40.77.225.248,sf,cqbzvk1g6f1g2u4ojd,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#359,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#359"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":358,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,san antonio,microsoft.com,microsoft corporation,29.42411994934082,-98.4936294555664,texas,ses,11012, ,ssl
(empty),59659,199.255.153.253,14,2818,2078,9,1119,643,gcbrw0699,127.0.0.1,1494258262.257739	CfX72GinXCgVIGzic	199.255.153.253	59659	107.23.90.107	443	tcp	ssl	40.032057	2078	643	SF	F	F	0	ShADadgc	14	2818	9	1119	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:45:08.618Z,39050,127.0.0.1,bro_conn-1830426979,185,<13>May  8 15:45:08 gcBRW0699 bro25_conn: ,4078460667,1,0.0.0.0/514/tcp,2b04-f3185efb,11012,false,false,shadadgc,2017-05-08T15:44:22.257Z,40.032057,443,107.23.90.107,sf,cfx72ginxcgvigzic,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#360,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#360"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":359,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,united states,us,ashburn,amazon.com,amazon.com inc.,39.04372024536133,-77.48748779296875,virginia,dch,11012, ,ssl
(empty),65356,172.20.40.144,7,1631,1339,5,736,524,gcegy0699,127.0.0.1,1494258065.253490	ChA2yg3Y7pAC4qEyJ	172.20.40.144	65356	151.101.122.2	80	tcp	http	110.466446	1339	524	SF	T	F	0	ShADadgc	7	1631	5	736	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:43:03.220Z,50729,127.0.0.1,bro_conn-1830426979,182,<13>May  8 15:43:03 gcEGY0699 bro25_conn: ,210780176,1,0.0.0.0/514/tcp,2afc-c904010,11004,true,false,shadadgc,1970-01-01T00:24:54.258Z,110.466446,80,151.101.122.2,sf,cha2yg3y7pac4qeyj,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#410,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#410"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":409,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , ,private ip address lan, , , ,rsv,united states,us,san francisco,fastly.com,fastly,37.775699615478516,-122.39520263671875,california,cdn,11004, ,http
(empty),3,172.21.14.28,33,9930,9006,0,0,0,gcegy0699,127.0.0.1,1494258106.088102	CnnmUnezo2plFGh6f	172.21.14.28	3	172.20.40.72	3	icmp	-	15.197406	9006	0	OTH	T	T	0	-	33	9930	0	0	(empty),icmp,bro25_conn,0,connection,2017-05-08T15:43:03.220Z,50729,127.0.0.1,bro_conn-1830426979,163,<13>May  8 15:43:03 gcEGY0699 bro25_conn: ,210780178,1,0.0.0.0/514/tcp,2afc-c904012,11004,true,true, ,2017-05-08T15:41:46.088Z,15.197406,3,172.20.40.72,oth,cnnmunezo2plfgh6f,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#412,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#412"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":411,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , ,private ip address lan, , , ,rsv, , , , ,private ip address lan, , , ,rsv,11004, , 
(empty),37654,172.21.25.51,1,76,0,0,0,0,gcegy0699,127.0.0.1,1494258181.546561	CBOyFiF6zDl1UWBBc	172.21.25.51	37654	172.20.40.37	5671	tcp	-	-	-	-	S0	T	T	0	S	1	76	0	0	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:43:03.220Z,50729,127.0.0.1,bro_conn-1830426979,154,<13>May  8 15:43:03 gcEGY0699 bro25_conn: ,210780181,1,0.0.0.0/514/tcp,2afc-c904015,11004,true,true,s,2017-05-08T15:43:01.546Z, ,5671,172.20.40.37,s0,cboyfif6zdl1uwbbc,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#413,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#413"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":412,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , ,private ip address lan, , , ,rsv, , , , ,private ip address lan, , , ,rsv,11004,"[""1.1.2430""]", 
(empty),50379,172.20.40.21,2,188,132,0,0,0,gcegy0699,127.0.0.1,1494258121.543266	C6b0mN3vPZJnd96fYa	172.20.40.21	50379	172.21.30.71	902	udp	-	0.001079	132	0	S0	T	T	0	D	2	188	0	0	(empty),udp,bro25_conn,0,connection,2017-05-08T15:43:03.220Z,50729,127.0.0.1,bro_conn-1830426979,164,<13>May  8 15:43:03 gcEGY0699 bro25_conn: ,210780180,1,0.0.0.0/514/tcp,2afc-c904014,11004,true,true,d,2017-05-08T15:42:01.543Z,0.001079,902,172.21.30.71,s0,c6b0mn3vpzjnd96fya,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#419,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#419"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":418,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , ,private ip address lan, , , ,rsv, , , , ,private ip address lan, , , ,rsv,11004, , 
(empty),64912,172.20.40.22,1,52,0,1,40,0,gcegy0699,127.0.0.1,1494258181.463260	CKW8obGVHmWaUfR0g	172.20.40.22	64912	52.179.120.24	443	tcp	-	0.000252	0	0	REJ	T	F	0	Sr	1	52	1	40	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:43:03.220Z,50729,127.0.0.1,bro_conn-1830426979,164,<13>May  8 15:43:03 gcEGY0699 bro25_conn: ,210780182,1,0.0.0.0/514/tcp,2afc-c904016,11004,true,false,sr,1970-01-01T00:24:54.258Z,0.000252,443,52.179.120.24,rej,ckw8obgvhmwaufr0g,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#420,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#420"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":419,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , ,private ip address lan, , , ,rsv,united states,us,washington,microsoft.com,microsoft corporation,38.71345138549805,-78.15943908691406,virginia,ses,11004, , 
(empty),17271,172.20.32.128,1,160,132,1,111,83,gcmex0699,127.0.0.1,1494258122.190227	CcSY4b3DH142yfly69	172.20.32.128	17271	64.4.23.151	40001	udp	-	0.064010	132	83	SF	T	F	0	Dd	1	160	1	111	(empty),udp,bro25_conn,0,connection,2017-05-08T15:43:03.776Z,47704,127.0.0.1,bro_conn-1830426979,170,<13>May  8 15:43:03 gcmex0699 bro25_conn: ,2680752779,1,0.0.0.0/514/tcp,2b00-9fc90a8b,11008,true,false,dd,2017-05-08T15:42:02.190Z,0.06401,40001,64.4.23.151,sf,ccsy4b3dh142yfly69,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#754,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#754"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":753,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , ,private ip address lan, , , ,rsv,united states,us,redmond,microsoft.com,microsoft corporation,47.682899475097656,-122.12090301513672,washington,ses,11008, , 
(empty),49778,172.20.33.1,6,441,125,5,281,17,gcmex0699,127.0.0.1,1494258177.010670	CbVRVf1CT7ttNuaxc9	172.20.33.1	49778	172.21.25.26	49	tcp	-	0.296490	125	17	SF	T	T	0	ShADadgc	6	441	5	281	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:43:03.776Z,47704,127.0.0.1,bro_conn-1830426979,172,<13>May  8 15:43:03 gcmex0699 bro25_conn: ,2680752780,1,0.0.0.0/514/tcp,2b00-9fc90a8c,11008,true,true,shadadgc,1970-01-01T00:24:54.258Z,0.29649,49,172.21.25.26,sf,cbvrvf1ct7ttnuaxc9,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#755,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#755"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":754,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , ,private ip address lan, , , ,rsv, , , , ,private ip address lan, , , ,rsv,11008, , 
(empty),51096,172.20.32.128,8,2438,2106,6,2106,1854,gcmex0699,127.0.0.1,1494258177.175660	CSdY451iX1DIFlVdGl	172.20.32.128	51096	34.195.92.116	443	tcp	ssl	0.365074	2106	1854	SF	T	F	0	ShADadgc	8	2438	6	2106	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:43:03.776Z,47704,127.0.0.1,bro_conn-1830426979,183,<13>May  8 15:43:03 gcmex0699 bro25_conn: ,2680752784,1,0.0.0.0/514/tcp,2b00-9fc90a90,11008,true,false,shadadgc,1970-01-01T00:24:54.258Z,0.365074,443,34.195.92.116,sf,csdy451ix1diflvdgl,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#757,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#757"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":756,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , ,private ip address lan, , , ,rsv,united states,us,ashburn,amazon.com,amazon technologies inc.,39.04372024536133,-77.48748779296875,virginia,dch,11008, ,ssl
(empty),61860,172.20.32.149,2,344,288,2,426,370,gcmex0699,127.0.0.1,1494258121.662675	Cqvgaa2vhKs2utgHoe	172.20.32.149	61860	172.21.14.21	389	udp	-	0.099200	288	370	SF	T	T	0	Dd	2	344	2	426	(empty),udp,bro25_conn,0,connection,2017-05-08T15:43:03.776Z,47704,127.0.0.1,bro_conn-1830426979,170,<13>May  8 15:43:03 gcmex0699 bro25_conn: ,2680752786,1,0.0.0.0/514/tcp,2b00-9fc90a92,11008,true,true,dd,2017-05-08T15:42:01.662Z,0.0992,389,172.21.14.21,sf,cqvgaa2vhks2utghoe,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#758,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#758"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":757,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , ,private ip address lan, , , ,rsv, , , , ,private ip address lan, , , ,rsv,11008, , 
(empty),61861,172.20.32.149,2,344,288,2,438,382,gcmex0699,127.0.0.1,1494258122.099323	CbOze03s9RbTjJUcDc	172.20.32.149	61861	172.21.14.28	389	udp	-	0.103883	288	382	SF	T	T	0	Dd	2	344	2	438	(empty),udp,bro25_conn,0,connection,2017-05-08T15:43:03.776Z,47704,127.0.0.1,bro_conn-1830426979,170,<13>May  8 15:43:03 gcmex0699 bro25_conn: ,2680752789,1,0.0.0.0/514/tcp,2b00-9fc90a95,11008,true,true,dd,2017-05-08T15:42:02.099Z,0.103883,389,172.21.14.28,sf,cboze03s9rbtjjucdc,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#759,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#759"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":758,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , ,private ip address lan, , , ,rsv, , , , ,private ip address lan, , , ,rsv,11008, , 
(empty),18824,192.168.32.10,29,1966,225,26,1682,157,gcmex0699,127.0.0.1,1494258156.078526	CEMdGu4tEKceHAFED5	192.168.32.10	18824	192.168.21.10	7800	tcp	-	20.750378	225	157	SF	T	T	0	ShADadgcgc	29	1966	26	1682	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:43:03.776Z,47704,127.0.0.1,bro_conn-1830426979,185,<13>May  8 15:43:03 gcmex0699 bro25_conn: ,2680752799,1,0.0.0.0/514/tcp,2b00-9fc90a9f,11008,true,true,shadadgcgc,2017-05-08T15:42:36.078Z,20.750378,7800,192.168.21.10,sf,cemdgu4tekcehafed5,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#763,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#763"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":762,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , ,private ip address lan, , , ,rsv, , , , ,private ip address lan, , , ,rsv,11008,"[""1.1.2430""]", 
(empty),52763,172.20.32.140,8,2453,2121,6,2106,1854,gcmex0699,127.0.0.1,1494258176.883932	CczdFw4FCl2KRrR83f	172.20.32.140	52763	34.195.92.116	443	tcp	ssl	0.365705	2121	1854	SF	T	F	0	ShADadgc	8	2453	6	2106	(empty),tcp,bro25_conn,0,connection,2017-05-08T15:43:03.776Z,47704,127.0.0.1,bro_conn-1830426979,183,<13>May  8 15:43:03 gcmex0699 bro25_conn: ,2680752802,1,0.0.0.0/514/tcp,2b00-9fc90aa2,11008,true,false,shadadgc,2017-05-08T15:42:56.883Z,0.365705,443,34.195.92.116,sf,cczdfw4fcl2krrr83f,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#764,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#764"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":763,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , ,private ip address lan, , , ,rsv,united states,us,ashburn,amazon.com,amazon technologies inc.,39.04372024536133,-77.48748779296875,virginia,dch,11008, ,ssl
(empty),17271,172.20.32.128,1,167,139,1,111,83,gcmex0699,127.0.0.1,1494258122.188357	C0FZSy1xYBmXuICjPh	172.20.32.128	17271	157.55.235.163	40002	udp	-	0.161930	139	83	SF	T	F	0	Dd	1	167	1	111	(empty),udp,bro25_conn,0,connection,2017-05-08T15:43:03.776Z,47704,127.0.0.1,bro_conn-1830426979,173,<13>May  8 15:43:03 gcmex0699 bro25_conn: ,2680752805,1,0.0.0.0/514/tcp,2b00-9fc90aa5,11008,true,false,dd,2017-05-08T15:42:02.188Z,0.16193,40002,157.55.235.163,sf,c0fzsy1xybmxuicjph,bro_conn,b9d10cc7-1861-46c0-80c1-58f0b931f9a6#765,"{""id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6#765"",""num_events"":2959,""data_type"":""passthrough"",""batch_id"":""b9d10cc7-1861-46c0-80c1-58f0b931f9a6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":764,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}", , , , ,private ip address lan, , , ,rsv,ireland,ie,dublin,microsoft.com,microsoft corporation,53.343990325927734,-6.267189979553223,dublin,ses,11008, , 
